instance_id,box_id,type_id,length_cm,width_cm,height_cm,vert_axis_allowed,volume_cm3,weight_kg,destination,priority,shipper,stackable
1,110,13,33,25,23,"1,2,3",18975,5.692,A,1,S2,1
1,20,2,110,43,25,"2,3",118250,35.475,A,1,S3,1
1,119,14,95,27,26,"2,3",66690,20.007,A,1,S2,1
1,44,5,120,99,73,"1,2,3",867240,260.172,A,1,S2,1
1,114,14,95,27,26,"2,3",66690,20.007,C,3,S6,1
1,101,12,97,67,62,"1,2,3",402938,120.881,A,1,S2,1
1,21,2,110,43,25,"2,3",118250,35.475,A,1,S3,1
1,1,1,108,76,30,3,246240,73.872,B,2,S4,0
1,126,15,94,81,44,"2,3",335016,100.505,B,2,S5,1
1,118,14,95,27,26,"2,3",66690,20.007,B,2,S4,1
1,58,7,98,72,46,"2,3",324576,97.373,A,1,S3,1
1,124,15,94,81,44,"2,3",335016,100.505,B,2,S5,0
1,54,6,111,70,48,"2,3",372960,111.888,A,1,S1,0
1,117,14,95,27,26,"2,3",66690,20.007,A,1,S3,1
1,90,11,36,34,25,"1,2,3",30600,9.18,B,2,S4,1
1,84,10,71,32,25,"2,3",56800,17.04,B,2,S5,1
1,92,11,36,34,25,"1,2,3",30600,9.18,B,2,S5,1
1,26,3,92,81,55,"1,2,3",409860,122.958,A,1,S1,1
1,72,8,95,66,31,3,194370,58.311,A,1,S3,1
1,112,14,95,27,26,"2,3",66690,20.007,A,1,S2,1
1,78,9,85,84,30,3,214200,64.26,A,1,S3,1
1,65,7,98,72,46,"2,3",324576,97.373,B,2,S5,0
1,30,3,92,81,55,"1,2,3",409860,122.958,B,2,S4,1
1,28,3,92,81,55,"1,2,3",409860,122.958,B,2,S5,1
1,116,14,95,27,26,"2,3",66690,20.007,B,2,S5,1
1,4,1,108,76,30,3,246240,73.872,A,1,S3,1
1,5,1,108,76,30,3,246240,73.872,A,1,S2,1
1,55,6,111,70,48,"2,3",372960,111.888,A,1,S2,1
1,76,9,85,84,30,3,214200,64.26,A,1,S2,0
1,12,1,108,76,30,3,246240,73.872,A,1,S3,1
1,70,8,95,66,31,3,194370,58.311,A,1,S2,1
1,115,14,95,27,26,"2,3",66690,20.007,B,2,S4,1
1,122,15,94,81,44,"2,3",335016,100.505,B,2,S4,1
1,87,11,36,34,25,"1,2,3",30600,9.18,B,2,S5,1
1,14,2,110,43,25,"2,3",118250,35.475,B,2,S5,1
1,127,15,94,81,44,"2,3",335016,100.505,B,2,S4,1
1,18,2,110,43,25,"2,3",118250,35.475,B,2,S5,1
1,129,15,94,81,44,"2,3",335016,100.505,A,1,S2,1
1,32,4,81,33,28,"2,3",74844,22.453,B,2,S4,1
1,36,4,81,33,28,"2,3",74844,22.453,A,1,S2,1
1,95,11,36,34,25,"1,2,3",30600,9.18,A,1,S2,1
1,7,1,108,76,30,3,246240,73.872,A,1,S1,1
1,29,3,92,81,55,"1,2,3",409860,122.958,A,1,S2,1
2,72,8,86,76,38,3,248368,74.51,B,2,S5,1
2,71,8,86,76,38,3,248368,74.51,B,2,S5,1
2,134,13,61,48,39,"1,2,3",114192,34.258,B,2,S5,1
2,129,13,61,48,39,"1,2,3",114192,34.258,A,1,S3,1
2,132,13,61,48,39,"1,2,3",114192,34.258,A,1,S1,1
2,2,1,49,25,21,"2,3",25725,7.718,A,1,S3,1
2,38,5,111,49,26,"2,3",141414,42.424,B,2,S4,1
2,88,9,71,48,47,"1,2,3",160176,48.053,B,2,S4,1
2,64,7,48,36,31,"1,2,3",53568,16.07,A,1,S3,1
2,91,9,71,48,47,"1,2,3",160176,48.053,A,1,S3,1
2,68,8,86,76,38,3,248368,74.51,A,1,S2,1
2,147,15,74,42,40,"1,2,3",124320,37.296,A,1,S1,1
2,23,3,103,76,64,"1,2,3",500992,150.298,A,1,S3,1
2,92,9,71,48,47,"1,2,3",160176,48.053,A,1,S1,1
2,76,8,86,76,38,3,248368,74.51,C,3,S6,1
2,116,12,73,37,23,"2,3",62123,18.637,C,3,S6,1
2,52,6,85,84,72,"1,2,3",514080,154.224,C,3,S6,1
2,57,7,48,36,31,"1,2,3",53568,16.07,B,2,S5,0
2,58,7,48,36,31,"1,2,3",53568,16.07,B,2,S4,1
2,55,6,85,84,72,"1,2,3",514080,154.224,B,2,S5,1
2,121,13,61,48,39,"1,2,3",114192,34.258,B,2,S4,1
2,130,13,61,48,39,"1,2,3",114192,34.258,B,2,S4,1
2,56,6,85,84,72,"1,2,3",514080,154.224,B,2,S5,1
2,94,10,90,43,33,"2,3",127710,38.313,B,2,S4,1
2,19,2,60,51,41,"1,2,3",125460,37.638,B,2,S5,0
2,37,5,111,49,26,"2,3",141414,42.424,A,1,S2,1
2,25,3,103,76,64,"1,2,3",500992,150.298,B,2,S5,1
2,146,15,74,42,40,"1,2,3",124320,37.296,A,1,S2,1
2,95,10,90,43,33,"2,3",127710,38.313,B,2,S4,1
2,106,11,98,52,44,"2,3",224224,67.267,B,2,S4,1
2,143,14,75,75,63,"1,2,3",354375,106.312,B,2,S5,1
2,65,7,48,36,31,"1,2,3",53568,16.07,B,2,S4,1
2,66,7,48,36,31,"1,2,3",53568,16.07,B,2,S4,1
2,79,9,71,48,47,"1,2,3",160176,48.053,B,2,S4,0
2,102,11,98,52,44,"2,3",224224,67.267,B,2,S4,1
2,123,13,61,48,39,"1,2,3",114192,34.258,B,2,S5,0
2,131,13,61,48,39,"1,2,3",114192,34.258,A,1,S3,0
2,93,10,90,43,33,"2,3",127710,38.313,A,1,S3,1
2,63,7,48,36,31,"1,2,3",53568,16.07,A,1,S1,1
2,74,8,86,76,38,3,248368,74.51,A,1,S2,1
2,18,2,60,51,41,"1,2,3",125460,37.638,B,2,S4,1
2,34,4,95,70,62,"1,2,3",412300,123.69,A,1,S1,1
2,12,1,49,25,21,"2,3",25725,7.718,B,2,S5,1
2,50,6,85,84,72,"1,2,3",514080,154.224,C,3,S6,1
2,109,11,98,52,44,"2,3",224224,67.267,A,1,S2,1
2,46,5,111,49,26,"2,3",141414,42.424,B,2,S5,1
2,30,3,103,76,64,"1,2,3",500992,150.298,C,3,S6,1
2,41,5,111,49,26,"2,3",141414,42.424,C,3,S6,1
2,90,9,71,48,47,"1,2,3",160176,48.053,C,3,S6,1
2,62,7,48,36,31,"1,2,3",53568,16.07,A,1,S3,1
2,108,11,98,52,44,"2,3",224224,67.267,A,1,S3,1
2,69,8,86,76,38,3,248368,74.51,A,1,S1,1
2,53,6,85,84,72,"1,2,3",514080,154.224,A,1,S1,1
2,27,3,103,76,64,"1,2,3",500992,150.298,B,2,S5,1
2,1,1,49,25,21,"2,3",25725,7.718,B,2,S5,1
2,83,9,71,48,47,"1,2,3",160176,48.053,B,2,S5,1
2,124,13,61,48,39,"1,2,3",114192,34.258,B,2,S5,1
2,85,9,71,48,47,"1,2,3",160176,48.053,B,2,S5,1
2,5,1,49,25,21,"2,3",25725,7.718,C,3,S6,1
2,24,3,103,76,64,"1,2,3",500992,150.298,B,2,S5,1
2,142,14,75,75,63,"1,2,3",354375,106.312,B,2,S4,1
2,144,14,75,75,63,"1,2,3",354375,106.312,B,2,S5,1
2,133,13,61,48,39,"1,2,3",114192,34.258,C,3,S6,1
2,114,12,73,37,23,"2,3",62123,18.637,C,3,S6,1
2,139,14,75,75,63,"1,2,3",354375,106.312,C,3,S6,1
2,16,2,60,51,41,"1,2,3",125460,37.638,C,3,S6,1
2,39,5,111,49,26,"2,3",141414,42.424,B,2,S5,1
2,77,8,86,76,38,3,248368,74.51,B,2,S5,1
2,122,13,61,48,39,"1,2,3",114192,34.258,B,2,S5,1
2,10,1,49,25,21,"2,3",25725,7.718,B,2,S4,1
2,103,11,98,52,44,"2,3",224224,67.267,B,2,S5,1
2,51,6,85,84,72,"1,2,3",514080,154.224,A,1,S2,1
2,141,14,75,75,63,"1,2,3",354375,106.312,A,1,S1,1
2,81,9,71,48,47,"1,2,3",160176,48.053,A,1,S3,1
2,99,10,90,43,33,"2,3",127710,38.313,A,1,S3,0
2,75,8,86,76,38,3,248368,74.51,A,1,S3,1
2,14,2,60,51,41,"1,2,3",125460,37.638,C,3,S6,0
2,40,5,111,49,26,"2,3",141414,42.424,C,3,S6,0
2,21,2,60,51,41,"1,2,3",125460,37.638,B,2,S5,1
2,89,9,71,48,47,"1,2,3",160176,48.053,B,2,S4,1
2,82,9,71,48,47,"1,2,3",160176,48.053,B,2,S5,1
2,78,8,86,76,38,3,248368,74.51,B,2,S4,1
2,135,14,75,75,63,"1,2,3",354375,106.312,C,3,S6,1
2,48,6,85,84,72,"1,2,3",514080,154.224,C,3,S6,1
2,115,12,73,37,23,"2,3",62123,18.637,B,2,S4,0
2,60,7,48,36,31,"1,2,3",53568,16.07,A,1,S3,1
2,126,13,61,48,39,"1,2,3",114192,34.258,A,1,S1,1
2,73,8,86,76,38,3,248368,74.51,A,1,S3,1
2,15,2,60,51,41,"1,2,3",125460,37.638,C,3,S6,1
2,86,9,71,48,47,"1,2,3",160176,48.053,C,3,S6,1
2,148,15,74,42,40,"1,2,3",124320,37.296,A,1,S2,1
2,17,2,60,51,41,"1,2,3",125460,37.638,C,3,S6,1
2,31,4,95,70,62,"1,2,3",412300,123.69,B,2,S5,1
2,20,2,60,51,41,"1,2,3",125460,37.638,B,2,S4,1
2,80,9,71,48,47,"1,2,3",160176,48.053,B,2,S4,1
2,111,12,73,37,23,"2,3",62123,18.637,B,2,S5,1
2,26,3,103,76,64,"1,2,3",500992,150.298,C,3,S6,1
2,32,4,95,70,62,"1,2,3",412300,123.69,B,2,S5,1
2,4,1,49,25,21,"2,3",25725,7.718,A,1,S1,1
2,118,12,73,37,23,"2,3",62123,18.637,A,1,S1,0
2,6,1,49,25,21,"2,3",25725,7.718,B,2,S4,0
2,105,11,98,52,44,"2,3",224224,67.267,A,1,S3,1
2,145,14,75,75,63,"1,2,3",354375,106.312,C,3,S6,1
2,9,1,49,25,21,"2,3",25725,7.718,B,2,S5,1
2,84,9,71,48,47,"1,2,3",160176,48.053,B,2,S4,1
2,29,3,103,76,64,"1,2,3",500992,150.298,B,2,S5,1
2,45,5,111,49,26,"2,3",141414,42.424,A,1,S2,0
2,136,14,75,75,63,"1,2,3",354375,106.312,A,1,S2,1
2,149,15,74,42,40,"1,2,3",124320,37.296,A,1,S3,1
2,96,10,90,43,33,"2,3",127710,38.313,A,1,S2,1
2,3,1,49,25,21,"2,3",25725,7.718,C,3,S6,1
2,61,7,48,36,31,"1,2,3",53568,16.07,A,1,S2,1
2,11,1,49,25,21,"2,3",25725,7.718,A,1,S1,1
2,117,12,73,37,23,"2,3",62123,18.637,A,1,S1,1
2,140,14,75,75,63,"1,2,3",354375,106.312,A,1,S1,0
2,54,6,85,84,72,"1,2,3",514080,154.224,C,3,S6,1
2,107,11,98,52,44,"2,3",224224,67.267,C,3,S6,1
2,97,10,90,43,33,"2,3",127710,38.313,A,1,S1,1
2,36,4,95,70,62,"1,2,3",412300,123.69,A,1,S2,1
2,49,6,85,84,72,"1,2,3",514080,154.224,C,3,S6,1
2,113,12,73,37,23,"2,3",62123,18.637,C,3,S6,1
2,128,13,61,48,39,"1,2,3",114192,34.258,A,1,S3,0
2,44,5,111,49,26,"2,3",141414,42.424,A,1,S1,1
2,127,13,61,48,39,"1,2,3",114192,34.258,A,1,S2,1
2,59,7,48,36,31,"1,2,3",53568,16.07,A,1,S2,1
2,28,3,103,76,64,"1,2,3",500992,150.298,C,3,S6,1
2,42,5,111,49,26,"2,3",141414,42.424,A,1,S3,1
2,98,10,90,43,33,"2,3",127710,38.313,A,1,S2,1
2,67,8,86,76,38,3,248368,74.51,A,1,S3,1
2,13,1,49,25,21,"2,3",25725,7.718,A,1,S2,1
2,47,6,85,84,72,"1,2,3",514080,154.224,A,1,S1,0
2,119,12,73,37,23,"2,3",62123,18.637,A,1,S3,1
2,35,4,95,70,62,"1,2,3",412300,123.69,A,1,S1,1
2,110,11,98,52,44,"2,3",224224,67.267,A,1,S2,1
2,22,2,60,51,41,"1,2,3",125460,37.638,C,3,S6,1
2,138,14,75,75,63,"1,2,3",354375,106.312,A,1,S3,1
2,101,10,90,43,33,"2,3",127710,38.313,C,3,S6,1
2,7,1,49,25,21,"2,3",25725,7.718,A,1,S3,1
2,137,14,75,75,63,"1,2,3",354375,106.312,A,1,S1,1
2,33,4,95,70,62,"1,2,3",412300,123.69,A,1,S3,1
2,120,12,73,37,23,"2,3",62123,18.637,C,3,S6,1
2,43,5,111,49,26,"2,3",141414,42.424,A,1,S3,1
2,104,11,98,52,44,"2,3",224224,67.267,C,3,S6,1
2,87,9,71,48,47,"1,2,3",160176,48.053,C,3,S6,1
2,100,10,90,43,33,"2,3",127710,38.313,C,3,S6,1
2,8,1,49,25,21,"2,3",25725,7.718,C,3,S6,1
2,125,13,61,48,39,"1,2,3",114192,34.258,C,3,S6,1
2,112,12,73,37,23,"2,3",62123,18.637,C,3,S6,1
2,70,8,86,76,38,3,248368,74.51,C,3,S6,1
3,31,4,66,50,42,"1,2,3",138600,41.58,B,2,S4,1
3,68,8,106,61,56,"1,2,3",362096,108.629,B,2,S5,1
3,106,12,85,67,39,"2,3",222105,66.632,B,2,S5,1
3,60,7,91,50,40,"2,3",182000,54.6,B,2,S4,1
3,67,8,106,61,56,"1,2,3",362096,108.629,B,2,S4,1
3,75,9,103,63,58,"1,2,3",376362,112.909,B,2,S5,1
3,125,14,61,48,30,"2,3",87840,26.352,A,1,S3,1
3,23,3,113,46,36,"2,3",187128,56.138,A,1,S3,1
3,42,6,100,56,35,"2,3",196000,58.8,B,2,S4,1
3,136,15,80,54,35,"2,3",151200,45.36,A,1,S3,1
3,58,7,91,50,40,"2,3",182000,54.6,C,3,S6,0
3,3,1,97,81,27,3,212139,63.642,C,3,S6,0
3,89,10,75,57,41,"1,2,3",175275,52.582,B,2,S5,0
3,5,1,97,81,27,3,212139,63.642,A,1,S2,1
3,51,7,91,50,40,"2,3",182000,54.6,A,1,S1,0
3,71,9,103,63,58,"1,2,3",376362,112.909,B,2,S5,1
3,54,7,91,50,40,"2,3",182000,54.6,B,2,S4,1
3,126,14,61,48,30,"2,3",87840,26.352,B,2,S5,1
3,38,5,101,30,26,"2,3",78780,23.634,B,2,S4,1
3,2,1,97,81,27,3,212139,63.642,A,1,S3,1
3,49,7,91,50,40,"2,3",182000,54.6,B,2,S4,1
3,26,3,113,46,36,"2,3",187128,56.138,B,2,S5,0
3,121,14,61,48,30,"2,3",87840,26.352,A,1,S1,1
3,113,13,97,63,56,"1,2,3",342216,102.665,B,2,S4,1
3,135,15,80,54,35,"2,3",151200,45.36,B,2,S5,1
3,88,10,75,57,41,"1,2,3",175275,52.582,B,2,S5,1
3,57,7,91,50,40,"2,3",182000,54.6,B,2,S4,1
3,102,12,85,67,39,"2,3",222105,66.632,B,2,S5,1
3,115,13,97,63,56,"1,2,3",342216,102.665,B,2,S5,1
3,124,14,61,48,30,"2,3",87840,26.352,A,1,S2,1
3,64,8,106,61,56,"1,2,3",362096,108.629,B,2,S4,1
3,119,14,61,48,30,"2,3",87840,26.352,B,2,S5,1
3,33,4,66,50,42,"1,2,3",138600,41.58,B,2,S4,0
3,61,8,106,61,56,"1,2,3",362096,108.629,B,2,S5,1
3,41,5,101,30,26,"2,3",78780,23.634,A,1,S1,1
3,59,7,91,50,40,"2,3",182000,54.6,A,1,S3,1
3,73,9,103,63,58,"1,2,3",376362,112.909,B,2,S4,1
3,32,4,66,50,42,"1,2,3",138600,41.58,C,3,S6,1
3,98,12,85,67,39,"2,3",222105,66.632,A,1,S1,1
3,137,15,80,54,35,"2,3",151200,45.36,A,1,S1,0
3,131,15,80,54,35,"2,3",151200,45.36,A,1,S2,1
3,63,8,106,61,56,"1,2,3",362096,108.629,A,1,S3,1
3,112,13,97,63,56,"1,2,3",342216,102.665,A,1,S2,1
3,87,10,75,57,41,"1,2,3",175275,52.582,C,3,S6,0
3,127,14,61,48,30,"2,3",87840,26.352,C,3,S6,1
3,10,2,102,78,39,3,310284,93.085,A,1,S3,1
3,99,12,85,67,39,"2,3",222105,66.632,C,3,S6,1
3,6,1,97,81,27,3,212139,63.642,A,1,S3,1
3,39,5,101,30,26,"2,3",78780,23.634,B,2,S4,1
3,105,12,85,67,39,"2,3",222105,66.632,B,2,S4,1
3,50,7,91,50,40,"2,3",182000,54.6,B,2,S4,1
3,21,3,113,46,36,"2,3",187128,56.138,B,2,S5,1
3,47,6,100,56,35,"2,3",196000,58.8,C,3,S6,1
3,109,12,85,67,39,"2,3",222105,66.632,A,1,S2,1
3,70,8,106,61,56,"1,2,3",362096,108.629,A,1,S1,1
3,11,2,102,78,39,3,310284,93.085,C,3,S6,1
3,129,14,61,48,30,"2,3",87840,26.352,B,2,S4,1
3,30,4,66,50,42,"1,2,3",138600,41.58,B,2,S4,1
3,27,3,113,46,36,"2,3",187128,56.138,A,1,S2,1
3,25,3,113,46,36,"2,3",187128,56.138,B,2,S5,0
3,107,12,85,67,39,"2,3",222105,66.632,B,2,S5,1
3,34,4,66,50,42,"1,2,3",138600,41.58,A,1,S3,1
3,90,11,71,68,64,"1,2,3",308992,92.698,A,1,S2,1
3,12,2,102,78,39,3,310284,93.085,A,1,S2,1
3,132,15,80,54,35,"2,3",151200,45.36,A,1,S1,1
3,69,8,106,61,56,"1,2,3",362096,108.629,C,3,S6,1
3,9,2,102,78,39,3,310284,93.085,A,1,S2,1
3,52,7,91,50,40,"2,3",182000,54.6,A,1,S2,1
3,19,3,113,46,36,"2,3",187128,56.138,C,3,S6,1
3,118,13,97,63,56,"1,2,3",342216,102.665,C,3,S6,1
3,1,1,97,81,27,3,212139,63.642,B,2,S5,1
3,92,11,71,68,64,"1,2,3",308992,92.698,B,2,S4,1
3,44,6,100,56,35,"2,3",196000,58.8,A,1,S2,1
3,103,12,85,67,39,"2,3",222105,66.632,B,2,S5,1
3,82,10,75,57,41,"1,2,3",175275,52.582,B,2,S5,1
3,128,14,61,48,30,"2,3",87840,26.352,B,2,S5,1
3,83,10,75,57,41,"1,2,3",175275,52.582,C,3,S6,1
3,35,4,66,50,42,"1,2,3",138600,41.58,C,3,S6,1
3,78,9,103,63,58,"1,2,3",376362,112.909,C,3,S6,0
3,4,1,97,81,27,3,212139,63.642,B,2,S5,1
3,84,10,75,57,41,"1,2,3",175275,52.582,B,2,S5,1
3,79,10,75,57,41,"1,2,3",175275,52.582,B,2,S5,1
3,80,10,75,57,41,"1,2,3",175275,52.582,A,1,S3,1
3,91,11,71,68,64,"1,2,3",308992,92.698,A,1,S2,1
3,108,12,85,67,39,"2,3",222105,66.632,A,1,S1,1
3,94,11,71,68,64,"1,2,3",308992,92.698,A,1,S3,1
3,100,12,85,67,39,"2,3",222105,66.632,B,2,S5,1
3,36,5,101,30,26,"2,3",78780,23.634,B,2,S4,1
3,15,3,113,46,36,"2,3",187128,56.138,B,2,S5,1
3,123,14,61,48,30,"2,3",87840,26.352,B,2,S4,1
3,116,13,97,63,56,"1,2,3",342216,102.665,A,1,S3,1
3,45,6,100,56,35,"2,3",196000,58.8,A,1,S2,1
3,101,12,85,67,39,"2,3",222105,66.632,B,2,S5,1
3,29,4,66,50,42,"1,2,3",138600,41.58,B,2,S4,1
3,62,8,106,61,56,"1,2,3",362096,108.629,B,2,S4,1
3,85,10,75,57,41,"1,2,3",175275,52.582,A,1,S2,1
3,20,3,113,46,36,"2,3",187128,56.138,C,3,S6,1
3,28,4,66,50,42,"1,2,3",138600,41.58,C,3,S6,0
3,65,8,106,61,56,"1,2,3",362096,108.629,A,1,S2,1
3,74,9,103,63,58,"1,2,3",376362,112.909,A,1,S3,1
3,14,3,113,46,36,"2,3",187128,56.138,C,3,S6,1
3,111,13,97,63,56,"1,2,3",342216,102.665,A,1,S1,1
3,133,15,80,54,35,"2,3",151200,45.36,A,1,S3,1
3,77,9,103,63,58,"1,2,3",376362,112.909,C,3,S6,1
3,37,5,101,30,26,"2,3",78780,23.634,A,1,S2,0
3,7,2,102,78,39,3,310284,93.085,A,1,S2,1
3,93,11,71,68,64,"1,2,3",308992,92.698,A,1,S1,1
3,55,7,91,50,40,"2,3",182000,54.6,C,3,S6,1
3,97,12,85,67,39,"2,3",222105,66.632,C,3,S6,1
3,114,13,97,63,56,"1,2,3",342216,102.665,A,1,S2,0
3,46,6,100,56,35,"2,3",196000,58.8,C,3,S6,1
3,53,7,91,50,40,"2,3",182000,54.6,A,1,S1,1
3,16,3,113,46,36,"2,3",187128,56.138,A,1,S3,1
3,86,10,75,57,41,"1,2,3",175275,52.582,A,1,S3,1
3,43,6,100,56,35,"2,3",196000,58.8,A,1,S2,1
3,117,13,97,63,56,"1,2,3",342216,102.665,A,1,S2,1
3,120,14,61,48,30,"2,3",87840,26.352,C,3,S6,1
3,76,9,103,63,58,"1,2,3",376362,112.909,C,3,S6,1
3,8,2,102,78,39,3,310284,93.085,A,1,S1,1
3,72,9,103,63,58,"1,2,3",376362,112.909,A,1,S3,1
3,17,3,113,46,36,"2,3",187128,56.138,A,1,S3,1
3,104,12,85,67,39,"2,3",222105,66.632,A,1,S2,1
3,48,6,100,56,35,"2,3",196000,58.8,A,1,S1,1
3,95,11,71,68,64,"1,2,3",308992,92.698,A,1,S1,1
3,134,15,80,54,35,"2,3",151200,45.36,A,1,S1,1
3,13,3,113,46,36,"2,3",187128,56.138,A,1,S1,1
3,56,7,91,50,40,"2,3",182000,54.6,A,1,S3,1
3,130,15,80,54,35,"2,3",151200,45.36,C,3,S6,1
3,22,3,113,46,36,"2,3",187128,56.138,C,3,S6,1
3,24,3,113,46,36,"2,3",187128,56.138,C,3,S6,1
3,18,3,113,46,36,"2,3",187128,56.138,C,3,S6,0
3,122,14,61,48,30,"2,3",87840,26.352,C,3,S6,1
3,40,5,101,30,26,"2,3",78780,23.634,C,3,S6,1
3,96,12,85,67,39,"2,3",222105,66.632,C,3,S6,1
3,66,8,106,61,56,"1,2,3",362096,108.629,C,3,S6,1
3,138,15,80,54,35,"2,3",151200,45.36,C,3,S6,1
